timestamp,predicted_direction,action,buy_price,sell_price,balance,pnl,pnl_sum
2024-01-04 15:29:00+00:00,short,sell - stop_loss,43795.9,44134.5,986.16,-0.84,-1.19
2024-01-04 16:01:00+00:00,short,buy,44148.0,0.0,985.47,-0.07,-1.26
2024-01-04 20:38:00+00:00,short,sell - stop_loss,44148.0,44305.7,981.26,-0.43,-1.68
2024-01-04 21:01:00+00:00,short,buy,44198.1,0.0,980.57,-0.07,-1.75
2024-01-04 21:01:00+00:00,short,sell - stop_loss,44198.1,44182.2,980.24,-0.03,-1.79
2024-01-04 22:01:00+00:00,short,buy,44445.9,0.0,979.55,-0.07,-1.86
2024-01-05 01:48:00+00:00,short,sell - take_profit,44445.9,42181.0,1028.78,5.03,3.17
2024-01-05 02:01:00+00:00,short,buy,43760.0,0.0,1028.06,-0.07,3.1
2024-01-05 09:01:00+00:00,short,sell - stop_loss,43760.0,43964.0,1022.55,-0.54,2.56
2024-01-05 10:01:00+00:00,short,buy,44143.8,0.0,1021.83,-0.07,2.49
2024-01-08 11:55:00+00:00,short,sell - stop_loss,44143.8,44429.4,1014.51,-0.72,1.77
2024-01-08 12:01:00+00:00,short,buy,44751.7,0.0,1013.8,-0.07,1.7
2024-01-08 12:15:00+00:00,short,sell - stop_loss,44751.7,45147.0,1004.13,-0.95,0.75
2024-01-08 13:01:00+00:00,short,buy,45176.0,0.0,1003.43,-0.07,0.68
2024-01-08 17:59:00+00:00,short,sell - stop_loss,45176.0,45560.0,994.2,-0.92,-0.24
2024-01-08 18:01:00+00:00,long,buy,45720.0,0.0,993.5,-0.07,-0.31
2024-01-08 19:11:00+00:00,long,sell - take_profit,45720.0,47150.0,1023.88,3.06,2.75
2024-01-08 20:01:00+00:00,long,buy,47009.8,0.0,1023.16,-0.07,2.68
2024-01-09 00:37:00+00:00,long,sell - stop_loss,47009.8,46722.9,1016.2,-0.68,2.0
2024-01-09 01:01:00+00:00,long,buy,46645.8,0.0,1015.49,-0.07,1.93
2024-01-09 12:56:00+00:00,long,sell - stop_loss,46645.8,46606.4,1013.92,-0.15,1.77
2024-01-09 13:01:00+00:00,long,buy,46451.7,0.0,1013.21,-0.07,1.7
2024-01-09 21:12:00+00:00,long,sell - take_profit,46451.7,48055.9,1047.49,3.38,5.09
2024-01-09 22:01:00+00:00,long,buy,45397.9,0.0,1046.76,-0.07,5.02
2024-01-10 11:53:00+00:00,long,sell - stop_loss,45397.9,45400.0,1046.08,-0.07,4.95
2024-01-10 12:01:00+00:00,long,buy,45580.0,0.0,1045.34,-0.07,4.88
2024-01-10 12:28:00+00:00,long,sell - stop_loss,45580.0,45300.5,1038.2,-0.68,4.2
2024-01-10 13:01:00+00:00,long,buy,44428.1,0.0,1037.48,-0.07,4.13
2024-01-10 17:35:00+00:00,long,sell - take_profit,44428.1,45852.5,1070.01,3.14,7.26
2024-01-10 18:01:00+00:00,long,buy,46414.3,0.0,1069.26,-0.07,7.19
2024-01-10 18:09:00+00:00,long,sell - take_profit,46414.3,46465.1,1069.69,0.04,7.23
2024-01-10 19:01:00+00:00,long,buy,46492.4,0.0,1068.94,-0.07,7.16
2024-01-10 20:10:00+00:00,long,sell - stop_loss,46492.4,46254.6,1062.72,-0.58,6.58
2024-01-10 21:01:00+00:00,long,buy,45962.4,0.0,1061.98,-0.07,6.51
2024-01-10 21:20:00+00:00,long,sell - stop_loss,45962.4,45735.6,1055.99,-0.56,5.95
2024-01-10 22:01:00+00:00,long,buy,46024.0,0.0,1055.25,-0.07,5.88
2024-01-10 23:07:00+00:00,long,sell - take_profit,46024.0,47422.0,1086.57,2.97,8.85
2024-01-11 00:01:00+00:00,long,buy,46570.1,0.0,1085.81,-0.07,8.78
2024-01-11 05:39:00+00:00,long,sell - stop_loss,46570.1,46168.9,1075.69,-0.93,7.85
2024-01-11 06:01:00+00:00,long,buy,46094.0,0.0,1074.94,-0.07,7.78
2024-01-11 06:14:00+00:00,long,sell - stop_loss,46094.0,45734.4,1065.8,-0.85,6.93
2024-01-11 07:01:00+00:00,long,buy,45959.0,0.0,1065.06,-0.07,6.86
2024-01-11 12:40:00+00:00,long,sell - take_profit,45959.0,47364.6,1096.88,2.99,9.84
2024-01-11 13:01:00+00:00,long,buy,47352.0,0.0,1096.12,-0.07,9.77
2024-01-11 13:30:00+00:00,long,sell - stop_loss,47352.0,47187.0,1091.53,-0.42,9.36
2024-01-11 14:01:00+00:00,long,buy,47324.1,0.0,1090.77,-0.07,9.29
2024-01-11 14:45:00+00:00,long,sell - take_profit,47324.1,48882.3,1125.92,3.22,12.51
2024-01-11 15:01:00+00:00,long,buy,48522.2,0.0,1125.13,-0.07,12.44
2024-01-11 15:05:00+00:00,long,sell - stop_loss,48522.2,48310.0,1119.42,-0.51,11.93
2024-01-11 16:01:00+00:00,long,buy,46710.2,0.0,1118.64,-0.07,11.86
2024-01-11 16:09:00+00:00,long,sell - stop_loss,46710.2,46383.9,1110.04,-0.77,11.09
2024-01-11 17:01:00+00:00,long,buy,46089.1,0.0,1109.26,-0.07,11.02
2024-01-11 17:29:00+00:00,long,sell - stop_loss,46089.1,45878.7,1103.42,-0.53,10.5
2024-01-11 18:01:00+00:00,long,buy,46454.0,0.0,1102.65,-0.07,10.43
2024-01-12 01:22:00+00:00,long,sell - stop_loss,46454.0,46022.0,1091.62,-1.0,9.43
2024-01-12 02:01:00+00:00,long,buy,46173.3,0.0,1090.86,-0.07,9.36
2024-01-12 07:51:00+00:00,long,sell - stop_loss,46173.3,45876.0,1083.07,-0.71,8.64
2024-01-12 08:01:00+00:00,long,buy,45987.3,0.0,1082.31,-0.07,8.57
2024-01-12 14:35:00+00:00,long,sell - stop_loss,45987.3,45648.0,1073.57,-0.81,7.76
2024-01-12 15:01:00+00:00,long,buy,45462.1,0.0,1072.82,-0.07,7.69
2024-01-12 15:19:00+00:00,long,sell - stop_loss,45462.1,45071.0,1062.84,-0.93,6.76
2024-01-12 16:01:00+00:00,long,buy,44406.0,0.0,1062.1,-0.07,6.69
2024-01-12 16:20:00+00:00,long,sell - stop_loss,44406.0,44052.0,1052.89,-0.87,5.83
2024-01-12 17:01:00+00:00,long,buy,43718.2,0.0,1052.15,-0.07,5.76
2024-01-12 21:44:00+00:00,long,sell - stop_loss,43718.2,43366.1,1042.94,-0.88,4.88
2024-01-12 22:01:00+00:00,long,buy,43440.8,0.0,1042.21,-0.07,4.81
2024-01-12 22:03:00+00:00,long,sell - stop_loss,43440.8,43311.2,1038.37,-0.37,4.44
2024-01-12 23:01:00+00:00,long,buy,42542.6,0.0,1037.64,-0.07,4.37
2024-01-14 20:02:00+00:00,long,sell - take_profit,42542.6,42614.0,1038.66,0.1,4.47
2024-01-14 21:01:00+00:00,long,buy,42534.8,0.0,1037.93,-0.07,4.4
2024-01-14 21:35:00+00:00,long,sell - stop_loss,42534.8,42204.9,1029.15,-0.85,3.55
2024-01-14 22:01:00+00:00,long,buy,42523.2,0.0,1028.43,-0.07,3.48
2024-01-14 22:31:00+00:00,long,sell - stop_loss,42523.2,42242.9,1020.93,-0.73,2.76
2024-01-14 23:01:00+00:00,long,buy,42310.0,0.0,1020.22,-0.07,2.69
2024-01-14 23:12:00+00:00,long,sell - stop_loss,42310.0,42123.8,1015.02,-0.51,2.18
2024-01-15 00:01:00+00:00,long,buy,41759.8,0.0,1014.3,-0.07,2.11
2024-01-15 18:25:00+00:00,long,sell - take_profit,41759.8,43088.0,1045.86,3.11,5.22
2024-01-15 19:01:00+00:00,long,buy,43004.9,0.0,1045.12,-0.07,5.15
2024-01-15 22:13:00+00:00,long,sell - stop_loss,43004.9,42626.8,1035.2,-0.95,4.2
2024-01-15 23:01:00+00:00,long,buy,42602.5,0.0,1034.48,-0.07,4.13
2024-01-16 14:42:00+00:00,long,sell - stop_loss,42602.5,42265.6,1025.57,-0.86,3.27
2024-01-16 15:01:00+00:00,long,buy,42689.8,0.0,1024.86,-0.07,3.2
2024-01-17 17:05:00+00:00,long,sell - stop_loss,42689.8,42288.5,1014.5,-1.01,2.19
2024-01-17 18:01:00+00:00,long,buy,42377.6,0.0,1013.79,-0.07,2.12
2024-01-18 16:40:00+00:00,long,sell - stop_loss,42377.6,42231.4,1009.59,-0.41,1.7
2024-01-18 17:01:00+00:00,long,buy,41895.3,0.0,1008.88,-0.07,1.63
2024-01-18 17:53:00+00:00,long,sell - stop_loss,41895.3,41699.1,1003.45,-0.54,1.09
2024-01-18 18:01:00+00:00,long,buy,41895.3,0.0,1002.75,-0.07,1.02
2024-01-18 18:11:00+00:00,long,sell - stop_loss,41895.3,41647.4,996.11,-0.66,0.36
2024-01-18 19:01:00+00:00,long,buy,41478.9,0.0,995.41,-0.07,0.29
2024-01-18 19:55:00+00:00,long,sell - stop_loss,41478.9,41164.1,987.16,-0.83,-0.54
2024-01-18 20:01:00+00:00,long,buy,40983.0,0.0,986.47,-0.07,-0.61
2024-01-19 16:23:00+00:00,long,sell - stop_loss,40983.0,40827.3,982.03,-0.45,-1.06
2024-01-19 17:01:00+00:00,long,buy,40402.2,0.0,981.35,-0.07,-1.13
2024-01-19 18:49:00+00:00,long,sell - take_profit,40402.2,41665.6,1011.35,3.06,1.93
2024-01-19 19:01:00+00:00,long,buy,41766.6,0.0,1010.64,-0.07,1.86
2024-01-22 01:16:00+00:00,long,sell - stop_loss,41766.6,41493.2,1003.32,-0.72,1.13
2024-01-22 02:01:00+00:00,long,buy,41354.0,0.0,1002.61,-0.07,1.06
2024-01-22 04:52:00+00:00,long,sell - stop_loss,41354.0,40994.7,993.2,-0.94,0.13
2024-01-22 05:01:00+00:00,long,buy,40721.1,0.0,992.51,-0.07,0.06
2024-01-22 18:49:00+00:00,long,sell - stop_loss,40721.1,40412.2,984.28,-0.83,-0.77
2024-01-22 19:01:00+00:00,long,buy,40368.5,0.0,983.59,-0.07,-0.84
2024-01-22 19:16:00+00:00,long,sell - stop_loss,40368.5,40170.0,978.07,-0.56,-1.4
2024-01-22 20:01:00+00:00,long,buy,39868.1,0.0,977.38,-0.07,-1.47
2024-01-22 22:46:00+00:00,long,sell - stop_loss,39868.1,39755.1,973.93,-0.35,-1.83
2024-01-22 23:01:00+00:00,long,buy,39884.0,0.0,973.25,-0.07,-1.9
2024-01-22 23:53:00+00:00,long,sell - stop_loss,39884.0,39550.0,964.42,-0.91,-2.81
2024-01-23 00:01:00+00:00,long,buy,39584.9,0.0,963.74,-0.07,-2.88
2024-01-23 09:09:00+00:00,long,sell - stop_loss,39584.9,39337.9,957.05,-0.69,-3.57
2024-01-23 10:01:00+00:00,long,buy,38980.6,0.0,956.38,-0.07,-3.64
2024-01-23 14:08:00+00:00,long,sell - stop_loss,38980.6,38699.9,948.83,-0.79,-4.43
2024-01-23 15:01:00+00:00,long,buy,38842.9,0.0,948.16,-0.07,-4.5
2024-01-24 00:44:00+00:00,long,sell - take_profit,38842.9,40009.3,975.97,2.93,-1.57
2024-01-24 01:01:00+00:00,long,buy,40126.0,0.0,975.29,-0.07,-1.64
2024-01-24 02:02:00+00:00,long,sell - stop_loss,40126.0,39750.0,965.47,-1.01,-2.64
2024-01-24 03:01:00+00:00,long,buy,39770.5,0.0,964.79,-0.07,-2.71
2024-01-26 11:28:00+00:00,long,sell - take_profit,39770.5,40979.2,993.44,2.97,0.26
2024-01-26 12:01:00+00:00,long,buy,41275.4,0.0,992.74,-0.07,0.19
2024-01-28 04:30:00+00:00,long,sell - take_profit,41275.4,42555.0,1022.82,3.03,3.22
2024-01-28 05:01:00+00:00,long,buy,42755.7,0.0,1022.11,-0.07,3.15
2024-01-28 06:44:00+00:00,long,sell - stop_loss,42755.7,42389.2,1012.63,-0.93,2.22
2024-01-28 07:01:00+00:00,long,buy,42373.6,0.0,1011.92,-0.07,2.15
2024-01-28 18:22:00+00:00,long,sell - stop_loss,42373.6,41964.9,1001.45,-1.03,1.11
2024-01-28 19:01:00+00:00,long,buy,41926.9,0.0,1000.75,-0.07,1.04
2024-01-29 16:45:00+00:00,long,sell - take_profit,41926.9,43255.7,1031.77,3.1,4.14
2024-01-29 17:01:00+00:00,long,buy,43244.4,0.0,1031.04,-0.07,4.07
2024-01-30 23:41:00+00:00,long,sell - stop_loss,43244.4,42850.1,1020.92,-0.98,3.09
2024-01-31 00:01:00+00:00,long,buy,42961.6,0.0,1020.21,-0.07,3.02
2024-01-31 10:49:00+00:00,long,sell - stop_loss,42961.6,42548.3,1009.68,-1.03,1.99
2024-01-31 11:01:00+00:00,long,buy,42370.0,0.0,1008.97,-0.07,1.92
2024-01-31 17:58:00+00:00,long,sell - take_profit,42370.0,43649.8,1038.74,2.95,4.87
2024-01-31 18:01:00+00:00,long,buy,43685.7,0.0,1038.01,-0.07,4.8
2024-01-31 19:17:00+00:00,long,sell - stop_loss,43685.7,43337.3,1029.01,-0.87,3.93
2024-01-31 20:01:00+00:00,long,buy,43317.4,0.0,1028.29,-0.07,3.86
2024-01-31 20:05:00+00:00,long,sell - stop_loss,43317.4,43051.8,1021.26,-0.68,3.18
2024-01-31 21:01:00+00:00,long,buy,42482.4,0.0,1020.55,-0.07,3.11
2024-02-01 01:17:00+00:00,long,sell - stop_loss,42482.4,42139.8,1011.61,-0.88,2.23
2024-02-01 02:01:00+00:00,long,buy,41982.8,0.0,1010.9,-0.07,2.16
2024-02-01 19:48:00+00:00,long,sell - take_profit,41982.8,43304.7,1042.02,3.08,5.24
2024-02-01 20:01:00+00:00,long,buy,43157.7,0.0,1041.29,-0.07,5.17
2024-02-02 13:45:00+00:00,long,sell - stop_loss,43157.7,42858.7,1033.35,-0.76,4.41
2024-02-02 14:01:00+00:00,long,buy,42642.0,0.0,1032.62,-0.07,4.34
2024-02-04 22:39:00+00:00,long,sell - stop_loss,42642.0,42565.4,1030.05,-0.25,4.09
2024-02-04 23:01:00+00:00,long,buy,42535.9,0.0,1029.32,-0.07,4.02
2024-02-07 20:05:00+00:00,long,sell - take_profit,42535.9,43825.0,1059.8,2.96,6.98
2024-02-07 21:01:00+00:00,long,buy,44144.0,0.0,1059.06,-0.07,6.91
2024-02-08 16:03:00+00:00,long,sell - take_profit,44144.0,45479.0,1090.34,2.95,9.86
2024-02-08 17:01:00+00:00,long,buy,45021.9,0.0,1089.58,-0.07,9.79
2024-02-09 02:55:00+00:00,long,sell - take_profit,45021.9,46382.0,1121.73,2.95,12.75
2024-02-09 03:01:00+00:00,long,buy,46273.2,0.0,1120.95,-0.07,12.68
2024-02-09 12:08:00+00:00,long,sell - take_profit,46273.2,47749.0,1155.91,3.12,15.79
2024-02-09 13:01:00+00:00,long,buy,47271.6,0.0,1155.11,-0.07,15.72
2024-02-09 14:20:00+00:00,long,sell - stop_loss,47271.6,47213.4,1152.87,-0.19,15.53
2024-02-09 15:01:00+00:00,long,buy,46961.6,0.0,1152.07,-0.07,15.46
2024-02-11 03:35:00+00:00,long,sell - take_profit,46961.6,48441.6,1187.57,3.08,18.54
2024-02-11 04:01:00+00:00,long,buy,48530.1,0.0,1186.74,-0.07,18.47
2024-02-11 10:45:00+00:00,long,sell - stop_loss,48530.1,48087.5,1175.08,-0.98,17.49
2024-02-11 11:01:00+00:00,long,buy,48211.1,0.0,1174.26,-0.07,17.42
2024-02-12 06:47:00+00:00,long,sell - stop_loss,48211.1,48000.0,1168.3,-0.51,16.91
2024-02-12 07:01:00+00:00,long,buy,48206.6,0.0,1167.48,-0.07,16.84
2024-02-12 15:40:00+00:00,long,sell - take_profit,48206.6,49668.7,1202.07,2.96,19.81
2024-02-12 16:01:00+00:00,long,buy,49928.3,0.0,1201.23,-0.07,19.74
2024-02-12 16:16:00+00:00,long,sell - stop_loss,49928.3,49655.8,1193.83,-0.62,19.12
2024-02-12 17:01:00+00:00,long,buy,49613.0,0.0,1193.0,-0.07,19.05
2024-02-13 14:12:00+00:00,long,sell - stop_loss,49613.0,49290.9,1184.42,-0.72,18.33
2024-02-13 15:01:00+00:00,long,buy,48741.8,0.0,1183.59,-0.07,18.26
2024-02-14 08:52:00+00:00,long,sell - take_profit,48741.8,50257.0,1219.55,3.04,21.3
2024-02-14 09:01:00+00:00,long,buy,50815.8,0.0,1218.7,-0.07,21.23
2024-02-15 00:23:00+00:00,long,sell - take_profit,50815.8,52480.0,1257.76,3.2,24.43
2024-02-15 01:01:00+00:00,long,buy,52322.0,0.0,1256.88,-0.07,24.36
2024-02-15 01:34:00+00:00,long,sell - stop_loss,52322.0,51841.4,1244.45,-0.99,23.38
2024-02-15 02:01:00+00:00,long,buy,51952.1,0.0,1243.58,-0.07,23.31
2024-02-15 21:42:00+00:00,long,sell - stop_loss,51952.1,51532.2,1232.66,-0.88,22.43
2024-02-15 22:01:00+00:00,long,buy,51400.0,0.0,1231.8,-0.07,22.36
2024-02-17 14:32:00+00:00,long,sell - stop_loss,51400.0,51166.7,1225.34,-0.52,21.83
2024-02-17 15:01:00+00:00,long,buy,50850.0,0.0,1224.49,-0.07,21.76
2024-02-18 22:21:00+00:00,long,sell - take_profit,50850.0,52456.7,1262.32,3.09,24.85
2024-02-18 23:01:00+00:00,long,buy,52281.3,0.0,1261.44,-0.07,24.78
2024-02-19 16:57:00+00:00,long,sell - stop_loss,52281.3,51916.1,1251.74,-0.77,24.01
2024-02-19 17:01:00+00:00,long,buy,51768.9,0.0,1250.86,-0.07,23.94
2024-02-20 17:00:00+00:00,long,sell - stop_loss,51768.9,51420.7,1241.58,-0.74,23.2
2024-02-20 18:01:00+00:00,long,buy,51325.8,0.0,1240.71,-0.07,23.13
2024-02-21 11:56:00+00:00,long,sell - stop_loss,51325.8,50915.6,1229.92,-0.87,22.26
2024-02-21 12:01:00+00:00,long,buy,51010.2,0.0,1229.06,-0.07,22.19
2024-02-21 12:07:00+00:00,long,sell - stop_loss,51010.2,50881.6,1225.1,-0.32,21.87
2024-02-21 13:01:00+00:00,long,buy,51303.6,0.0,1224.25,-0.07,21.8
2024-02-21 14:36:00+00:00,long,sell - stop_loss,51303.6,50942.1,1214.76,-0.77,21.03
2024-02-21 15:01:00+00:00,long,buy,50966.7,0.0,1213.91,-0.07,20.96
2024-02-26 15:30:00+00:00,long,sell - take_profit,50966.7,52581.0,1251.51,3.1,24.05
2024-02-26 16:01:00+00:00,long,buy,52881.8,0.0,1250.63,-0.07,23.98
2024-02-26 19:22:00+00:00,long,sell - take_profit,52881.8,54547.2,1289.15,3.08,27.06
2024-02-26 20:01:00+00:00,long,buy,54487.7,0.0,1288.24,-0.07,26.99
2024-02-27 02:06:00+00:00,long,sell - take_profit,54487.7,56652.8,1338.53,3.9,30.9
2024-02-27 03:01:00+00:00,long,buy,56488.9,0.0,1337.59,-0.07,30.83
2024-02-27 03:53:00+00:00,long,sell - stop_loss,56488.9,56000.0,1325.08,-0.94,29.89
2024-02-27 04:01:00+00:00,long,buy,55716.6,0.0,1324.15,-0.07,29.82
2024-02-27 12:43:00+00:00,long,sell - take_profit,55716.6,57388.8,1362.97,2.93,32.75
2024-02-27 13:01:00+00:00,long,buy,56772.2,0.0,1362.01,-0.07,32.68
2024-02-28 07:54:00+00:00,long,sell - take_profit,56772.2,58485.4,1402.16,2.95,35.63
2024-02-28 08:01:00+00:00,long,buy,58366.3,0.0,1401.18,-0.07,35.56
2024-02-28 13:22:00+00:00,long,sell - take_profit,58366.3,60277.4,1446.08,3.2,38.76
2024-02-28 14:01:00+00:00,long,buy,60509.0,0.0,1445.07,-0.07,38.69
2024-02-28 14:27:00+00:00,long,sell - stop_loss,60509.0,60171.7,1436.0,-0.63,38.07
2024-02-28 15:01:00+00:00,long,buy,60942.7,0.0,1434.99,-0.07,38.0
2024-02-28 17:03:00+00:00,long,sell - take_profit,60942.7,62775.0,1477.13,2.94,40.93
2024-02-28 18:01:00+00:00,long,buy,61440.3,0.0,1476.1,-0.07,40.86
2024-02-28 18:05:00+00:00,long,sell - stop_loss,61440.3,61209.0,1469.51,-0.45,40.42
2024-02-28 19:01:00+00:00,long,buy,61449.9,0.0,1468.48,-0.07,40.35
2024-02-28 19:41:00+00:00,long,sell - stop_loss,61449.9,61059.9,1458.13,-0.7,39.64
2024-02-28 20:01:00+00:00,long,buy,61137.9,0.0,1457.11,-0.07,39.57
2024-02-28 20:07:00+00:00,long,sell - stop_loss,61137.9,60679.9,1445.18,-0.82,38.75
2024-02-28 21:01:00+00:00,long,buy,60422.1,0.0,1444.16,-0.07,38.68
2024-02-28 21:09:00+00:00,long,sell - stop_loss,60422.1,60017.9,1433.49,-0.74,37.94
2024-02-28 22:01:00+00:00,long,buy,60629.3,0.0,1432.49,-0.07,37.87
2024-02-28 23:18:00+00:00,long,sell - take_profit,60629.3,62555.0,1476.98,3.11,40.98
2024-02-29 00:01:00+00:00,long,buy,62458.7,0.0,1475.95,-0.07,40.91
2024-02-29 00:14:00+00:00,long,sell - stop_loss,62458.7,62111.4,1466.71,-0.63,40.28
2024-02-29 01:01:00+00:00,long,buy,61361.5,0.0,1465.68,-0.07,40.21
2024-02-29 06:09:00+00:00,long,sell - take_profit,61361.5,63214.0,1508.91,2.95,43.16
2024-02-29 07:01:00+00:00,long,buy,63104.4,0.0,1507.85,-0.07,43.09
2024-02-29 08:25:00+00:00,long,sell - stop_loss,63104.4,62826.9,1500.16,-0.51,42.58
2024-02-29 09:01:00+00:00,long,buy,62801.5,0.0,1499.11,-0.07,42.51
2024-02-29 10:16:00+00:00,long,sell - stop_loss,62801.5,62363.2,1487.6,-0.77,41.75
2024-02-29 11:01:00+00:00,long,buy,62753.8,0.0,1486.56,-0.07,41.68
2024-02-29 13:29:00+00:00,long,sell - stop_loss,62753.8,62400.0,1477.14,-0.63,41.04
2024-02-29 14:01:00+00:00,long,buy,63068.9,0.0,1476.11,-0.07,40.97
2024-02-29 16:22:00+00:00,long,sell - stop_loss,63068.9,62481.2,1461.32,-1.0,39.97
2024-02-29 17:01:00+00:00,long,buy,62219.1,0.0,1460.29,-0.07,39.9
2024-02-29 17:32:00+00:00,long,sell - stop_loss,62219.1,61665.3,1446.27,-0.96,38.94
2024-02-29 18:01:00+00:00,long,buy,61255.9,0.0,1445.26,-0.07,38.87
2024-02-29 18:35:00+00:00,long,sell - stop_loss,61255.9,60769.5,1432.77,-0.86,38.01
2024-02-29 19:01:00+00:00,long,buy,60959.6,0.0,1431.77,-0.07,37.94
2024-03-01 20:54:00+00:00,long,sell - take_profit,60959.6,62850.0,1475.17,3.03,40.97
2024-03-01 21:01:00+00:00,long,buy,62649.7,0.0,1474.14,-0.07,40.9
2024-03-02 01:21:00+00:00,long,sell - stop_loss,62649.7,62078.4,1459.66,-0.98,39.92
2024-03-02 02:01:00+00:00,long,buy,62205.6,0.0,1458.64,-0.07,39.85
2024-03-03 07:27:00+00:00,long,sell - stop_loss,62205.6,61768.0,1447.36,-0.77,39.07
2024-03-03 08:01:00+00:00,long,buy,61739.1,0.0,1446.35,-0.07,39.0
2024-03-04 00:27:00+00:00,long,sell - take_profit,61739.1,63693.0,1491.11,3.09,42.1
2024-03-04 01:01:00+00:00,long,buy,63630.3,0.0,1490.06,-0.07,42.03
2024-03-04 08:43:00+00:00,long,sell - take_profit,63630.3,65559.3,1534.19,2.96,44.99
2024-03-04 09:01:00+00:00,long,buy,65325.0,0.0,1533.12,-0.07,44.92
2024-03-04 14:03:00+00:00,long,sell - stop_loss,65325.0,65022.3,1524.94,-0.53,44.38
2024-03-04 15:01:00+00:00,long,buy,66188.7,0.0,1523.87,-0.07,44.31
2024-03-04 23:03:00+00:00,long,sell - take_profit,66188.7,68304.2,1571.51,3.13,47.44
2024-03-05 00:01:00+00:00,long,buy,68283.7,0.0,1570.41,-0.07,47.37
2024-03-05 03:12:00+00:00,long,sell - stop_loss,68283.7,67962.4,1561.92,-0.54,46.83
2024-03-05 04:01:00+00:00,long,buy,68293.0,0.0,1560.83,-0.07,46.76
2024-03-05 04:48:00+00:00,long,sell - stop_loss,68293.0,67709.8,1546.41,-0.92,45.84
2024-03-05 05:01:00+00:00,long,buy,67369.0,0.0,1545.33,-0.07,45.77
2024-03-05 05:02:00+00:00,long,sell - stop_loss,67369.0,67135.5,1538.89,-0.42,45.35
2024-03-05 06:01:00+00:00,long,buy,67011.2,0.0,1537.81,-0.07,45.28
2024-03-05 07:46:00+00:00,long,sell - stop_loss,67011.2,66611.4,1527.56,-0.67,44.61
2024-03-05 08:01:00+00:00,long,buy,66489.9,0.0,1526.49,-0.07,44.54
2024-03-05 08:09:00+00:00,long,sell - stop_loss,66489.9,66146.8,1517.54,-0.59,43.96
2024-03-05 09:01:00+00:00,long,buy,66894.8,0.0,1516.48,-0.07,43.89
2024-03-05 09:51:00+00:00,long,sell - stop_loss,66894.8,66273.7,1501.34,-1.0,42.89
2024-03-05 10:01:00+00:00,long,buy,66573.7,0.0,1500.29,-0.07,42.82
2024-03-05 14:45:00+00:00,long,sell - take_profit,66573.7,68677.5,1546.65,3.09,45.91
2024-03-05 15:01:00+00:00,long,buy,68903.7,0.0,1545.57,-0.07,45.84
